Tariff Item,Harmonized System (HS) Heading,Indicative Description,code    subgroup,,stage
8528.72.33,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: High definition: Other, with flat panel screen",852872,33,2
8528.72.34,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: High definition: Other, for use in the manufacture of lightwave transmission systems",852872,34,2
8528.72.39,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: High definition: Other",852872,39,2
8528.72.91,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: Other: Having a single picture tube intended for direct viewing (non-projection type), with a video display diagonal not exceeding 35.56 cm",852872,91,2
8528.72.92,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: Other: Combined in the same housing with video recording or reproducing apparatus (video cassette recorders/players), having a single picture tube intended for direct viewing (non-projection type), with a video display diagonal exceeding 35.56 cm",852872,92,2
8528.72.93,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: Other: Other non-projection type having a single picture tube intended for direct viewing, with a video display diagonal exceeding 35.56 cm but less than 66.04 cm",852872,93,2
8528.72.94,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: Other: Other non-projection type having a single picture tube intended for direct viewing, with a video display diagonal of 66.04 cm or more",852872,94,2
8528.72.95,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: Other: Projection type, with cathode-ray tube",852872,95,2
8528.72.96,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: Other: Other, with flat panel screen",852872,96,2
8528.72.97,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: Other: Other, for use in the manufacture of lightwave transmission systems",852872,97,2
8528.72.99,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, colour: Other: Other",852872,99,2
8528.73.10,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.","Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus: Other, monochrome: Domestic television receivers",852873,10,2
